Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
,0.29-0.39-0.15-0.11-0.06,-4.20926,2.1171749,1.4258952,2.6709108,7.4476767,11.786062,2659.8535,16.087095,1.8014542,16.150213,5.197427,0.6825934,0.9999758,8.717211,27.59765
,0.18-0.15-0.18-0.16-0.09-0.10-0.12,-12.861892,8.868241,1.3519492,3.9177797,2.0430448,15.951653,1647.3163,25.266928,1.7506161,8.079932,7.082362,2.9005265,0.4345624,6.3944993,15.705335
,0.15-0.29-0.04-0.12-0.20-0.11-0.10,-3.9624827,5.2538037,1.3581705,4.484862,4.6122656,15.08177,1211.7953,33.419502,1.7746401,10.148553,9.196607,3.5634782,1.1217107e-07,6.7854204,8.916851
,0.10-0.30-0.43-0.17,-4.979999,2.185948,1.4367225,1.5433322,5.431427,10.395491,2601.945,13.681865,1.7639626,14.822719,5.227374,0.7183598,0.9999467,8.212275,27.47782
,0.70-0.10-0.05-0.10-0.01-0.03,-5.980929,4.299182,1.2962916,6.2166786,1.4801012,8.595125,1029.9302,27.094387,1.63052,9.200227,4.3705435,3.074128,0.6680675,3.4585547,14.905878
,0.11-0.19-0.13-0.16-0.11-0.19-0.11,-11.404278,8.855019,1.3562834,3.2732167,2.3480127,15.972564,1676.4614,20.899662,1.7876167,7.709307,7.7934036,2.7252705,0.1344385,7.0013,17.31122
,0.20-0.18-0.27-0.35,-3.5304859,1.5924789,1.372638,1.8209583,5.858281,11.237438,1840.506,8.880554,1.8369809,4.856342,8.534754,1.4296582,0.93818444,8.275811,17.52265
,0.07-0.20-0.22-0.18-0.17-0.16,-21.48289,8.995482,1.3629022,2.9588988,1.234411,14.648947,1810.2811,15.768762,1.7549255,8.273384,7.017004,2.440007,0.00077567465,6.6518617,20.233839
,0.35-0.03-0.14-0.11-0.12-0.25,-0.09465587,1.7002898,1.4920721,5.090512,328.86215,13.230907,2352.7036,11.496048,1.4405904,12.787144,4.317972,0.52696353,0.9999932,9.230838,798.3071
,0.15-0.19-0.24-0.24-0.18,4.692039,4.292325,1.3713477,1.8099132,4.9470286,13.264539,1749.9028,15.459559,1.8366518,4.9103713,8.855169,1.7502152,0.9960907,8.318052,14.493425
,0.11-0.08-0.13-0.17-0.07-0.26-0.05-0.15,-10.884828,7.777098,1.3255191,11.141836,2.7276492,16.28415,1823.2446,24.468527,1.8317628,7.7757316,7.248577,2.512238,0.0006366091,7.1789556,53.7058
,0.17-0.02-0.34-0.05-0.24-0.04-0.15,-7.5194726,5.259172,1.3639673,4.037652,3.1684775,13.692648,1740.005,24.787382,1.7398837,6.8783174,6.9033537,2.3393424,0.0365482,6.682931,6.9187593
,0.03-0.21-0.27-0.16-0.26-0.06,-10.496189,6.0219755,1.371522,2.417359,2.3733943,13.398251,1859.3168,13.426506,1.7908468,6.8873076,7.7911334,2.0218012,0.34354863,7.588481,18.990768
,0.40-0.01-0.26-0.29-0.04,-6.867427,7.2073674,1.3521264,4.26065,2.6814637,10.465442,1759.5771,3.1224892,1.8768766,1.6226623,8.838979,1.2784988,0.9999784,8.125686,28.432848
,0.09-0.07-0.21-0.17-0.15-0.31,-9.142502,8.800259,1.4474447,6.619744,3.30523,13.987465,2160.3677,21.741127,1.4897447,8.933385,4.274167,0.61134744,0.67207295,6.857259,258.21072
,0.12-0.25-0.16-0.08-0.19-0.20,-4.525,2.3428035,1.4075874,3.3732553,9.150123,14.398249,2875.648,19.743084,1.8028493,18.67246,5.24261,0.5811726,0.99987936,11.561233,82.59524
,0.18-0.19-0.15-0.18-0.18-0.11-0.01,-3.8294344,6.3056617,1.3502204,3.8701897,6.3232193,15.156256,1597.647,25.913834,1.7973827,6.631646,7.8297224,2.7750275,0.04523392,6.9929943,17.634806
,0.35-0.28-0.33-0.03,-0.4430957,1.1684637,1.4065206,3.5161235,53.24868,10.189695,2315.4968,14.586791,1.585424,4.2425976,4.688341,0.4720912,0.9998559,6.604502,29.072464
,0.16-0.13-0.13-0.05-0.10-0.02-0.39,-6.876866,5.9562335,1.3600739,1.6560842,3.9098256,14.435509,1862.5835,16.127869,1.7548821,7.6124907,7.4279165,2.333591,0.26154718,7.3322287,20.801373
,0.17-0.16-0.21-0.24-0.22,-11.013534,5.1129365,1.3562717,3.880886,2.0729485,13.279738,1719.1967,22.554611,1.7824818,6.5785193,7.3356624,2.3648195,0.18961695,6.912132,15.86961
,0.13-0.15-0.21-0.13-0.23-0.15,-10.629556,5.339403,1.3649969,3.695593,2.3274071,14.691496,1683.9198,21.952818,1.7200031,8.181455,7.1298285,2.1019354,0.025021415,6.9737306,14.284134
,0.25-0.27-0.13-0.30-0.05,-2.8213148,1.8272722,1.4181415,3.7924316,10.899195,12.3902855,2481.7869,14.854567,1.7274421,14.974809,5.0714874,0.6499531,0.9998579,7.65365,26.07339
,0.09-0.25-0.34-0.20-0.12,-1.2529376,1.7633399,1.4257343,4.139582,23.009445,12.547704,2297.5818,15.838377,1.6021154,12.284719,4.6236525,0.64510995,0.9997626,6.5783505,24.332546
,0.29-0.27-0.06-0.07-0.22-0.08,-16.60978,7.844166,1.3421446,4.6501517,1.3283532,13.626073,1619.2229,30.209208,1.7203063,7.7947564,6.339899,2.8726993,0.93506163,5.7759366,7.1201797
,0.31-0.02-0.30-0.04-0.02-0.08-0.23,-22.046364,7.8180575,1.350323,5.105858,0.98701173,12.783346,1702.2161,32.100937,1.6571817,7.7900705,5.0390944,2.0785813,0.0001572787,5.0889173,8.256208
,0.09-0.20-0.45-0.23-0.03,-4.7148414,2.430196,1.3858439,1.8664334,3.8300352,11.171417,1616.447,14.538402,1.730377,9.599462,8.274995,1.5758281,0.2584389,7.9405327,10.514076
,0.10-0.19-0.20-0.24-0.16-0.11,0.311633,5.781452,1.3582094,3.1635067,77.78275,14.497901,1671.949,22.080435,1.8081514,6.2096686,8.219297,2.4618793,0.18177728,7.542427,16.995817
,0.27-0.04-0.13-0.10-0.15-0.24-0.07,-15.490328,8.50311,1.3412251,4.3971434,1.5186259,14.981589,1570.1946,27.597925,1.7561067,7.9264894,6.9271607,3.0066063,0.88767654,6.079329,9.0078535
,0.08-0.15-0.34-0.21-0.03-0.19,2.0136676,1.1970147,1.462882,3.979097,17.27557,13.361949,2603.458,21.213911,1.4799695,6.9600744,4.5207367,0.5010334,1.0,10.218958,294.07755
,0.11-0.28-0.14-0.11-0.22-0.06-0.08,-9.413099,7.6554937,1.3610137,3.3656318,2.75591,15.186958,1708.1531,20.157145,1.784603,7.060999,7.5676823,2.4444647,0.10577911,7.0332794,21.681242
,0.03-0.22-0.23-0.02-0.25-0.08-0.16,-6.9345636,8.497576,1.4419931,5.268776,4.9133472,14.201038,2399.255,16.794706,1.6633887,17.36191,4.751068,0.7956885,0.9999685,7.3396277,123.87126
,0.18-0.30-0.05-0.19-0.02-0.25,-2.253053,3.0546353,1.3759862,1.8225161,10.829197,13.0898905,1863.938,12.361746,1.8046638,6.132268,8.207448,1.6859902,0.9894749,8.11629,16.644897
,0.05-0.18-0.25-0.22-0.16-0.14,4.480789,4.3297563,1.3782352,1.8059826,5.390479,14.160225,1705.7358,16.481539,1.7851087,7.534144,8.547102,1.8508722,0.2519101,8.123862,8.035272
,0.21-0.27-0.09-0.11-0.19-0.12,-8.277153,6.6811666,1.3420814,4.0754952,2.7713246,14.44588,1587.9043,24.358698,1.7989597,6.565536,7.5901213,2.6992676,0.29777867,6.7893763,22.574318
,0.27-0.17-0.22-0.13-0.02-0.12-0.07,-7.8641567,4.270084,1.4129736,2.1823528,4.3485537,14.784155,2313.1318,17.925041,1.7791076,12.43882,5.9823847,1.3016479,0.897796,7.8058686,16.763662
,0.25-0.02-0.28-0.24-0.12-0.09,-10.350168,4.3085723,1.3623427,5.1106305,2.3160415,13.245632,1809.76,33.649757,1.7741642,9.847423,6.151448,2.2076216,0.0018976235,6.4976754,8.746341
,0.16-0.31-0.11-0.12-0.28-0.02,2.3387759,5.2139635,1.3706958,1.8048389,9.520443,13.282617,1676.3407,16.822033,1.8071227,7.5201364,8.955675,2.0132146,0.3421839,8.207209,6.8051248
,0.03-0.37-0.20-0.22-0.18,5.0314703,4.0261264,1.3726641,1.8204775,3.7638342,12.006917,1577.2261,13.490945,1.802557,7.94376,9.173799,1.7310448,0.4094716,8.325447,5.3285275
,0.21-0.10-0.21-0.16-0.17-0.15,-13.944683,9.39797,1.3491868,4.160441,1.6540937,14.671273,1572.175,25.96194,1.7502695,8.435441,7.0936856,3.1461403,0.61985064,6.1330533,5.8149576
,0.16-0.24-0.18-0.15-0.14-0.08-0.04,-7.6492105,7.254428,1.3520766,3.71311,3.325485,15.358902,1656.1946,23.924767,1.7812194,7.097944,7.5264173,2.6660783,0.038485937,6.891173,20.600164
,0.14-0.37-0.06-0.12-0.25-0.04-0.02,3.1354828,3.3479197,1.3628294,1.886788,6.4911475,13.465572,1511.4758,19.361834,1.8500421,6.420096,9.927259,1.5816708,0.053694896,8.496073,14.45869
,0.14-0.05-0.10-0.09-0.39-0.17-0.07,-11.055573,5.640484,1.3712884,4.0432177,1.9293716,14.163641,1505.9904,27.840694,1.695998,9.3113365,7.4730515,2.6692588,0.23061214,6.866078,9.614245
,0.40-0.28-0.15-0.03-0.15,-13.4638815,5.4615993,1.3249998,4.824738,1.2873485,11.636242,1489.545,32.178288,1.7338858,7.080375,6.097313,2.7328098,0.72888774,5.512052,24.492325
,0.19-0.08-0.21-0.17-0.08-0.27,-12.189434,5.336041,1.358252,4.401893,2.0734394,14.169723,1783.6658,29.094547,1.8060402,8.795161,7.1095834,2.4944863,0.004357845,7.0152316,12.79563
,0.19-0.19-0.20-0.12-0.01-0.29,-12.884051,5.6842923,1.3484204,3.920487,1.7841784,13.497317,1703.112,24.81106,1.7938066,7.346654,7.426963,2.557782,0.7818301,6.930831,19.17469
,0.62-0.03-0.15-0.14-0.06,-7.058025,5.434387,1.3243289,7.5036497,1.3547103,9.382826,1019.0509,27.150032,1.5841641,9.27499,4.208197,2.9402368,0.25477558,3.5049143,6.295674
,0.20-0.07-0.16-0.02-0.18-0.20-0.16,-21.150606,9.19048,1.355777,4.1889563,1.2068938,15.100896,1690.3984,24.278229,1.7325013,8.16296,6.564337,2.679294,0.34140253,6.0435576,10.563667
,0.14-0.13-0.21-0.14-0.22-0.05-0.11,-9.458914,7.878399,1.362639,3.767738,2.796584,15.520846,1704.3297,23.324957,1.7512406,7.5059547,7.0622444,2.616478,0.0133309495,6.574503,13.374477
,0.16-0.08-0.27-0.12-0.17-0.20,-6.0337176,6.074339,1.3553503,3.8367796,4.0317063,14.389055,1690.6024,24.707897,1.7770312,6.8721013,7.488097,2.620957,0.034410555,6.935661,11.446654
,0.05-0.34-0.31-0.11-0.20,1.3471012,1.4612147,1.4482783,4.541024,20.457502,11.961209,2303.9763,14.865446,1.5169345,7.539219,4.4461303,0.49900642,0.99999845,6.9515505,180.20418
,0.11-0.30-0.10-0.15-0.22-0.05-0.07,3.120599,4.305235,1.3727628,2.1455293,7.191611,14.875743,1508.6399,27.662033,1.8012364,7.8694625,9.554581,2.162938,0.018676283,8.113233,7.531505
,0.33-0.22-0.19-0.07-0.19,-21.539522,7.676001,1.3472631,5.1358004,0.9538472,12.658366,1623.0698,30.884418,1.669534,6.9085927,5.2778196,2.2515104,0.004809001,5.056888,4.794206
,0.05-0.26-0.19-0.10-0.04-0.21-0.14,-16.163906,8.248208,1.3698282,2.6553483,1.6864579,15.037246,1812.8147,15.414243,1.764787,8.169113,7.4868717,2.2870235,0.0012859014,7.15412,21.73612
,0.25-0.02-0.25-0.04-0.24-0.16-0.04,-12.8853035,6.4687953,1.3512491,4.5746975,1.7765042,13.803019,1658.3904,27.863777,1.7382636,7.1235275,6.55964,2.6041536,0.66065717,6.1073475,7.1498117
,0.21-0.42-0.10-0.26,6.477248,4.307699,1.3657725,1.7097602,2.7541084,10.646238,1675.6196,18.764917,1.8447595,5.3192835,9.370207,1.9531343,0.8365809,8.437361,7.257307
,0.07-0.38-0.38-0.17,-5.0380044,2.0693135,1.4381526,1.4854735,5.285397,10.126067,2629.6338,13.547921,1.806781,15.397635,5.2764807,0.7365884,0.9999573,8.360452,25.986338
,0.17-0.24-0.14-0.04-0.19-0.09-0.13,-10.11006,5.8967395,1.3534188,3.8993142,2.4863186,15.280704,1645.0045,22.9093,1.7686605,7.4083557,7.3745995,2.38851,0.20281509,6.901579,20.179655
,0.22-0.22-0.08-0.26-0.06-0.17,1.769985,1.3927242,1.4699731,4.680181,18.884064,13.981193,2390.6775,16.713348,1.4672441,8.673518,4.3546033,0.4802953,0.99999964,8.859657,576.1964
,0.10-0.13-0.07-0.25-0.08-0.18-0.20,-13.739902,9.803684,1.3575591,3.1155431,1.846326,15.427831,1644.3228,20.400263,1.7779853,8.560066,7.8178954,2.9797008,0.092882,6.804944,14.139626
,0.13-0.25-0.17-0.22-0.21-0.02,0.9470853,5.0774755,1.3742311,1.8256816,26.174387,13.7406025,1804.0986,14.713405,1.8180747,5.8085313,8.49865,1.8878337,0.9962184,8.112551,13.746167
,0.05-0.25-0.05-0.13-0.18-0.33,-12.475526,6.060687,1.3515241,2.1269495,1.9593096,13.275994,1841.1738,16.89395,1.7829276,7.0163465,7.523494,2.3453944,0.099321365,7.3095374,25.994663
,0.14-0.30-0.16-0.17-0.23,-10.397878,5.186758,1.3526655,3.4886818,2.1567862,13.063285,1716.7195,20.437864,1.8047994,6.335839,7.7329483,2.301067,0.087735415,7.2477164,24.277203
,0.07-0.05-0.59-0.22-0.06,-6.2627506,1.967889,1.388591,1.9868994,2.3636591,9.650658,1533.8855,18.821468,1.6933874,10.311912,8.298574,1.9327991,0.015649375,7.823452,10.364769
,0.17-0.20-0.23-0.19-0.21,2.7423227,1.2324321,1.4785002,3.9827137,12.406317,13.349893,2548.4949,19.27748,1.4579079,7.95404,4.4298506,0.4965188,1.0,9.982291,459.51212
,0.07-0.04-0.12-0.22-0.13-0.23-0.19,-12.713526,8.4490185,1.374511,1.8299643,2.2216935,15.199476,1858.3242,13.04436,1.7419691,8.436515,7.133527,2.5262856,0.00024611008,6.7773633,13.146936
,0.14-0.05-0.33-0.06-0.20-0.13-0.09,-11.150663,7.9427166,1.407999,5.775902,2.9399858,14.619461,2242.4072,29.397022,1.589354,9.490933,4.475912,0.7934114,0.112026244,7.0472727,58.62848
,0.05-0.18-0.08-0.05-0.36-0.19-0.09,-6.059425,4.814559,1.3671372,2.645607,4.1801677,14.172713,1787.1953,15.012497,1.8147283,5.519829,8.017218,1.9302146,0.95696396,7.670467,17.09438
,0.10-0.10-0.06-0.39-0.17-0.05-0.13,-6.6800923,3.7310393,1.3822296,2.0704718,3.622567,14.232451,1700.2747,21.708939,1.7034076,9.230412,7.757971,2.108874,0.018579872,7.5874743,14.008461
,0.23-0.13-0.14-0.08-0.19-0.03-0.02-0.19,-9.331051,5.087763,1.3708303,1.9982116,3.0774426,15.5484295,1846.8599,16.997248,1.7736489,7.537432,7.8003273,2.1200159,0.1579393,7.6458006,22.750463
,0.21-0.18-0.12-0.31-0.17,-6.1086106,6.2457175,1.353488,4.2683487,3.491077,13.154408,1621.1771,26.002766,1.7746272,6.7481613,7.2887964,2.712129,0.049937524,6.589923,5.1966352
,0.16-0.12-0.16-0.16-0.24-0.17,-10.840863,8.299873,1.3622768,3.906858,2.2747068,14.728574,1674.2816,23.899818,1.7379055,7.8690863,6.838,2.726162,0.022342961,6.285979,12.263704
,0.17-0.12-0.13-0.28-0.30,-5.8398542,6.267341,1.3534253,3.8047693,3.5502987,12.767529,1623.9025,22.858248,1.8070285,6.4238176,7.936639,2.6468766,0.07631004,7.0540223,5.879045
,0.10-0.10-0.19-0.23-0.21-0.16,-8.419392,8.83776,1.4445049,5.898793,4.120152,14.5102825,2390.6611,29.211557,1.4920814,7.375236,4.319783,0.6535941,0.9999999,9.171564,350.4062
,0.13-0.33-0.23-0.09-0.07-0.09-0.06,-1.196195,5.6145163,1.350232,3.658365,17.036184,14.638958,1392.0787,31.884712,1.8399456,5.9754443,9.253039,2.9144297,4.533838e-05,7.4176364,25.303553
,0.50-0.01-0.10-0.01-0.28-0.03-0.05-0.02,-2.7846298,3.424671,1.3483261,8.073126,4.0119863,11.329752,986.06683,23.17329,1.5763851,12.630017,4.462205,3.6027124,0.39221004,3.329172,7.691962
,0.28-0.10-0.24-0.31-0.04-0.03,-19.541252,8.825922,1.3735375,6.045155,1.2548909,12.880802,1903.7739,35.41358,1.5826261,3.73167,4.207678,0.9570447,0.03621134,5.447802,25.467632
,0.26-0.31-0.12-0.15-0.15,-6.966958,6.411109,1.3382754,4.1706123,2.935875,13.203386,1549.1567,27.147272,1.7796069,6.8737326,7.25764,2.83612,0.13529041,6.4941325,24.698536
,0.26-0.32-0.02-0.11-0.04-0.24,-6.6758885,10.015536,1.3780566,4.845124,3.6488764,12.702839,1917.6414,24.650318,1.7249471,9.5079,6.9488072,2.9050431,0.009049149,6.861502,13.397434
,0.24-0.48-0.14-0.15,8.760056,4.251135,1.3688579,1.7787272,1.9827982,10.403286,1669.6094,19.979324,1.8349285,5.472244,9.251251,2.063841,0.2412406,8.361068,6.73098
,0.19-0.15-0.05-0.18-0.25-0.13-0.05,-12.688557,8.209458,1.3730198,1.8236051,2.2113438,15.139748,1853.3174,10.803199,1.7879292,7.557176,7.83899,2.192734,0.0067187552,7.46759,18.122189
,0.14-0.02-0.36-0.23-0.25,-9.985689,6.401981,1.3859274,4.817361,2.535987,11.644538,2174.7168,27.291622,1.6054928,5.1719985,4.514572,0.74939084,0.9787295,6.2888775,28.842548
,0.22-0.27-0.16-0.24-0.11,-11.638663,6.8004003,1.3766725,1.8185496,2.1141226,12.989524,1894.2618,9.681077,1.7840917,7.250894,7.747479,1.978066,0.030562567,7.5925155,19.447771
,0.24-0.32-0.24-0.20,-2.7593553,1.8084323,1.4175549,2.8075414,10.231137,11.420385,2472.0122,15.822239,1.724149,14.207694,4.9924784,0.6950075,0.9998747,7.4627414,25.73702
,0.03-0.06-0.30-0.21-0.27-0.12,-0.8614411,4.97117,1.4490619,4.2451763,38.1422,13.1734495,2494.2002,22.880714,1.5105898,6.575857,4.4792423,0.55902183,1.0,9.033833,261.72507
,0.39-0.30-0.07-0.08-0.05-0.11,-14.1185055,6.696785,1.3172717,4.2233663,1.2837191,12.599231,1438.5159,30.076498,1.7625275,7.6418066,6.6987925,3.124778,0.9763352,5.7552347,26.47284
,0.24-0.19-0.18-0.18-0.21,-13.796081,5.855784,1.3435352,4.2639003,1.5818858,13.326865,1637.5809,26.111074,1.7728565,7.0084386,7.0435734,2.6262732,0.8134642,6.4620857,18.35842
,0.04-0.16-0.25-0.12-0.20-0.01-0.23,-1.9076719,6.236934,1.4696969,5.0846376,18.11923,14.390961,2401.8916,21.560326,1.4683895,8.432066,4.344183,0.55006796,1.0,8.845904,446.46573
,0.07-0.13-0.27-0.31-0.22,-7.1161013,3.4281821,1.3876306,3.9472208,3.715237,12.725693,2077.529,29.268711,1.9452685,8.483371,7.610649,1.9406676,0.99987864,8.706605,16.623188
,0.16-0.02-0.30-0.26-0.25,-11.066274,7.2582507,1.4054996,5.0496726,2.5983253,11.969423,2402.269,33.51012,1.5727043,6.3250966,4.451721,0.7834651,0.9999988,8.883527,134.41776
,0.13-0.24-0.13-0.20-0.22-0.07,-4.0557485,3.4300716,1.3854764,2.1024861,6.1889052,14.485942,1732.7583,22.93861,1.7642272,8.354447,8.267016,2.1421623,0.102250665,7.8420653,14.99536
,0.26-0.11-0.03-0.07-0.24-0.29,-34.3497,12.931742,1.3997875,8.005993,0.6781719,13.431046,1734.4146,28.515852,1.5477798,10.844334,4.5176115,1.8815653,5.7698225e-07,5.2783995,14.467927
,0.22-0.19-0.20-0.19-0.11-0.09,-21.395432,9.492563,1.3245913,6.803882,1.12731,14.531109,1659.8375,25.438087,1.7721881,6.871294,6.551685,2.518541,0.47218335,5.8331447,18.362644
,0.12-0.29-0.29-0.30,2.6213236,1.2107413,1.4773117,4.370455,9.754672,11.112872,2300.9497,14.44097,1.4659572,8.541891,4.291285,0.45658606,1.0,7.458792,364.48755
,0.25-0.16-0.19-0.17-0.02-0.16-0.04,-7.9872303,7.4875317,1.3449464,4.421396,2.9295232,15.168344,1542.6056,28.7555,1.7564707,7.7386746,7.163277,3.0645595,0.27060223,6.2737823,6.5216846
,0.16-0.20-0.08-0.28-0.28,-7.334456,5.750955,1.3586631,3.816798,2.9267263,12.691191,1691.4049,22.963547,1.789346,6.60336,7.6176434,2.5266016,0.03626877,6.9981613,6.05957
,0.18-0.17-0.23-0.10-0.11-0.21,-11.777237,5.2687883,1.3601741,4.4095507,2.2710176,14.551927,1837.991,29.727638,1.8144,9.356262,7.0330024,2.4155855,0.00020606183,7.196513,18.41287
,0.15-0.03-0.13-0.32-0.12-0.25,-14.984503,7.5605025,1.4024954,2.725637,1.9622219,13.4723015,2182.4717,22.666576,1.8729358,12.643653,6.6782875,2.0831115,0.05600405,7.8144436,17.535614
,0.13-0.25-0.17-0.06-0.17-0.05-0.13-0.03,-9.624639,6.643463,1.3580128,3.5335064,2.8159175,15.961788,1697.9417,21.278395,1.775873,7.32278,7.5297794,2.3747485,0.10712155,7.0810804,20.978058
,0.29-0.23-0.06-0.15-0.21-0.06,-7.6074986,6.6282015,1.3352032,4.3845167,2.72418,13.949001,1485.7117,27.84294,1.7843016,6.957624,7.2818584,3.0085387,0.5577957,6.313647,20.351034
,0.24-0.10-0.26-0.18-0.06-0.17,-12.590927,5.251658,1.3532176,4.7154093,1.9323506,14.025812,1734.6648,30.634773,1.7693346,8.538624,6.5930257,2.470577,0.0026676648,6.488598,13.012892
,0.07-0.13-0.16-0.11-0.28-0.09-0.17,-9.694255,5.0079374,1.3697107,3.028291,2.821465,15.439749,1771.5311,19.950678,1.689281,7.8697023,6.8405285,1.8457454,0.0004135145,7.014764,15.50794
,0.27-0.29-0.08-0.19-0.11-0.05,-11.302427,6.8434825,1.3492286,4.7292647,1.9669279,13.562508,1639.1554,29.819614,1.7203819,7.127437,6.315335,2.6750073,0.4584254,5.88269,5.7523484
,0.07-0.03-0.24-0.15-0.13-0.24-0.15,-32.07067,20.41628,1.387075,10.089011,1.0462408,14.9641905,2242.2625,16.669617,1.6023473,12.478072,4.5320125,0.55514115,8.723404e-08,6.5908146,249.51605
,0.11-0.30-0.05-0.20-0.22-0.12,-12.261648,5.681638,1.3514346,3.0821123,1.9854125,13.965655,1743.1638,18.743216,1.8062894,6.375718,7.740851,2.2717283,0.19282743,7.294464,25.873747
,0.01-0.17-0.18-0.13-0.13-0.13-0.24,-15.027252,7.1843166,1.3775123,2.7962132,2.0347111,15.051354,2031.4525,19.325214,1.8039374,10.528652,6.8603716,2.117809,0.0015861642,7.386591,20.372751
,0.12-0.09-0.16-0.20-0.44,-17.965824,7.165488,1.3641572,1.6607674,1.319117,11.957923,1981.8676,9.627273,1.7039366,8.190097,6.3347383,2.252398,3.210857e-05,6.45999,20.494024
,0.31-0.26-0.20-0.08-0.10-0.04,-17.503716,6.5922785,1.3470539,4.9952364,1.2577941,13.304788,1654.7478,30.780088,1.6875702,6.656141,5.579237,2.2842505,0.003612236,5.3821836,5.8968234
,0.17-0.16-0.03-0.16-0.15-0.19-0.14,-46.10302,19.374142,1.3340625,9.845417,0.5515855,15.585227,1631.6577,23.598616,1.7030035,12.530366,6.024891,3.1681488,0.26137295,5.2386217,10.491032
,0.30-0.05-0.12-0.08-0.30-0.12-0.02,-11.6547985,6.854741,1.343212,4.866888,1.6676841,14.10177,1378.3035,27.909782,1.6882961,8.752422,6.8124666,3.0125082,0.8251683,5.9955626,5.511943
,0.11-0.23-0.02-0.12-0.14-0.18-0.19,-10.163686,6.9163947,1.3474259,2.9275165,2.6044059,15.455149,1712.7212,21.22283,1.7960806,6.888314,7.746633,2.5760715,0.06503165,7.166434,22.800419
,0.27-0.16-0.25-0.16-0.16,4.366254,3.9616127,1.3659866,1.7144818,5.209802,13.130547,1732.3972,15.141625,1.8463104,4.63738,9.015751,1.6647059,0.99575585,8.439952,21.157463
,0.08-0.08-0.10-0.06-0.07-0.30-0.16-0.02-0.13,-8.514195,5.703772,1.3677994,3.159951,3.2491906,16.605518,1665.9666,23.293625,1.7111762,8.84354,7.447441,2.380176,0.0008485437,7.1580033,12.965543
,0.11-0.21-0.20-0.25-0.23,-1.869782,1.9669337,1.438096,4.9795804,16.257322,13.105958,2319.375,14.770945,1.5933261,14.195839,4.675654,0.6592206,0.9998017,6.8267326,25.097408
,0.17-0.16-0.31-0.36,3.3844993,3.5840163,1.3584199,1.3874465,5.624276,11.227058,1695.4897,16.148252,1.860477,4.8174663,9.473525,1.6865438,0.994669,8.60406,17.01942
,0.53-0.11-0.14-0.09-0.13,-16.126814,4.760732,1.3141537,5.3098774,0.9320421,11.123295,1351.2964,34.724697,1.6798441,7.074546,5.2965026,2.6423826,0.0067954645,4.6969957,4.769267
,0.10-0.31-0.03-0.31-0.10-0.11-0.03-0.02,0.6755472,5.515393,1.3493056,3.0362146,31.612976,14.1497555,1509.2903,23.916279,1.8496251,5.232804,9.1283455,2.5125353,0.15614264,7.759516,23.576603
,0.16-0.26-0.18-0.15-0.03-0.23,-11.415616,5.4448037,1.3520849,3.666954,2.0643413,13.85005,1701.4902,21.782423,1.789169,6.893394,7.5479555,2.3719418,0.27148136,7.0779586,22.28702
,0.47-0.31-0.18-0.04,-4.997211,1.911988,1.436633,1.8627717,5.2669053,9.692078,2715.6025,14.974892,1.8841286,16.07992,5.3322053,0.76178265,0.9999752,8.978658,24.447405
,0.17-0.17-0.20-0.12-0.17-0.03-0.16,-6.1038437,6.1655993,1.3543309,3.9545524,4.2995844,15.479761,1695.374,26.583815,1.7981647,7.470029,7.5359693,2.5959291,0.030175716,7.077485,16.573458
,0.14-0.14-0.18-0.16-0.27-0.10,-22.173504,10.263424,1.3270897,6.7993455,1.1191887,14.509567,1710.3425,21.0938,1.8028477,6.606086,7.186237,2.5598981,0.43147945,6.287201,15.530001
,0.36-0.04-0.36-0.14-0.10,-1.7258968,2.0691137,1.4082005,2.7922626,16.533886,11.417119,2499.3838,22.542152,1.6549587,14.404265,4.743498,0.62755924,0.99999774,8.149116,47.019276
,0.29-0.19-0.35-0.05-0.02-0.02-0.09,2.2930355,1.6443363,1.4814615,3.8415544,15.621072,12.909363,2774.706,16.430225,1.4655781,11.337539,4.588058,0.5273836,1.0,12.392903,603.2729
,0.30-0.24-0.15-0.28-0.02,-8.4351845,5.9800997,1.3428843,5.935604,1.8049104,12.095187,1258.7444,27.397785,1.7201407,12.6331215,6.952424,3.9265478,0.929407,5.085749,6.672147
,0.29-0.13-0.06-0.22-0.30,-12.215371,6.401681,1.3387713,4.50747,1.5803162,12.427349,1553.3599,27.963226,1.7722903,7.2815857,7.0773964,2.9395523,0.84617174,6.1980996,5.9440866
,0.29-0.02-0.22-0.13-0.16-0.19,-12.774778,5.1706777,1.3546641,5.386137,1.9096011,13.585355,1795.6637,36.921658,1.7984271,10.811137,6.2037625,2.4960587,0.0008223699,6.532731,10.495958
,0.15-0.21-0.15-0.03-0.17-0.12-0.17,-10.151839,5.7559743,1.3568879,3.7235148,2.5288508,15.412551,1665.6868,21.868809,1.7639647,7.696431,7.4628735,2.3125906,0.10335481,7.045977,18.468779
,0.26-0.19-0.05-0.26-0.23-0.01,-17.126286,7.3672047,1.37608,5.65864,1.4944179,12.89001,1985.5549,35.149532,1.6257622,7.5859375,4.4818687,1.1100271,0.004026331,5.853996,22.468138
